,VIDEO DATA,,,,,,,,,,,ADMIN PANEL,,,NEWS CHARACTERISTICS,,RHETORIC and NARRATIVE,,VISUALS,,,SIDE NOTES,CREATORS,OPTIONAL,NOTES
EVENT,create_time,like_count,share_count,username,video_description,view_count,comment_count,hashtag_names,voice_to_text,spread_guess,URL,Is this video available to be viewed?,Related to event of interest?,Collective Agreement to Code,News Type,Primary contemporary news value,Rhetorical Mode,Content Focus,Visual Source Material,Visual Structure,Function of Text Overlays,Does the video contain any non-news digressions or asides?,Creator Persona,Does it appear that the creator is engaged in authentic sensemaking and/or citizen journalist activities?,Use this space to make notes
maui,8/12/2023 4:23:00,108,0,ecnmeeks,#maui #mauifire #fire #wildfire #disaster #rescue #refuge #armyreserve #emergency #recovery #disaster #naturaldisaster #danger #help #savemaui #helpmaui,94,1,"['fire', 'help', 'danger', 'recovery', 'wildfire', 'emergency', 'maui', 'rescue', 'disaster', 'naturaldisaster', 'refuge', 'armyreserve', 'savemaui', 'helpmaui', 'mauifire']",,,https://tiktok.com/@ecnmeeks/video/7266286702501793070,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,descriptive text: sets more detailed context; as long as a paragraph,NO,,,
maui,8/12/2023 5:46:00,50,0,bonggo.tv,"MORE THAN FIFTY PEOPLE WERE K+LLED BY WILDFIRES ON THE #island OF #maui #hawaii According to CNN.com U.S. President Joe Biden issued a federal disaster declaration on Thursday and promised to send whatever is needed to help the recovery. “We’re working as quickly as possible to fight those fires and evacuate residents and tourists. In the meantime, our prayers are with the people of Hawail, but not just our prayers: every asset that we have will be available to them,” Biden said as he began remarks at a Veterans Affairs medical center in Salt Lake City, Utah. 📸 AFP | Patrick T. Fallon 📹 : Clint Hansen of Maui Real Estate Radio, Heather Coyne, Alan Dickar & lei_dubzz /@use.tmx / TMX via Getty Images User Generated Content (UGC) 🎬 💻 : @jorge_valero27 #pressplay #mauiwildfires #mauihawaiifires #america #wildfire #reels #reel #reelsinstagram #viral #viralvideos #explore #explorepage #search #feed #reccomendations #trending #trendingnews #trendingnow #trendingtopic #news #bonggotv #fyp #fypage #foryoupage #prayersup #disaster #update @Maui Hawaii",20,5,"['america', 'hawaii', 'island', 'feed', 'trending', 'viral', 'explore', 'trendingtopic', 'pressplay', 'update', 'wildfire', 'news', 'maui', 'reel', 'search', 'disaster', 'fyp', 'trendingnow', 'viralvideos', 'trendingnews', 'prayersup', 'reels', 'explorepage', 'reccomendations', 'foryoupage', 'fypage', 'reelsinstagram', 'bonggotv', 'mauiwildfires', 'mauihawaiifires']",,,https://tiktok.com/@bonggo.tv/video/7266307896068099370,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,impact and prominence,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,multiple: more than one of the above functions,NO,,,
maui,8/12/2023 6:08:00,0,0,jengraythompson,why leadership matters after a megafire. who to trust. how to listen. how to be heard. why emergent leaders are so important and effective. survival of the kindest. #hawaii #Maui #lahainamaui #lahaina #climate #disaster #wildfire #megafire #afterthefire #afterthefireusa,0,0,"['hawaii', 'wildfire', 'maui', 'disaster', 'afterthefire', 'lahaina', 'climate', 'lahainamaui', 'megafire', 'afterthefireusa']",,,https://tiktok.com/@jengraythompson/video/7266313579303898411,YES - Continue coding,YES - Continue coding,KEEP,Opinion/Op-Ed/Editorial - Interpretation. Subjective and debatable.,usefulness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,closed captioning: closely follows audio narration's words,NO,,,
maui,8/12/2023 11:24:00,458,1,bipolar_beauty83,#duet with @Lahaina Fire Updates #lahainafire I just can't imagine... I feel the devastation thru my screen... This is absolutely horrifying. #iamwithhawaii #naturaldisasters #hurricanedora #maui #hawaiiwildfires2023 #hawaii #completedevastation #savetheearth #fyp #foryou #Bipolar_Beauty83 #wildfire #helphawaii,273,67,"['hawaii', 'duet', 'foryou', 'wildfire', 'maui', 'fyp', 'savetheearth', 'naturaldisasters', 'hurricanedora', 'helphawaii', 'completedevastation', 'lahainafire', 'bipolar_beauty83', 'hawaiiwildfires2023', 'iamwithhawaii']",,duet,https://tiktok.com/@bipolar_beauty83/video/7266395040723881262,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/12/2023 15:09:00,111,1,moetok8,Its all gone  #disaster #fire #2023 #hawaii #maui #lahaina #wildfire,141,11,"['fire', 'hawaii', 'wildfire', 'maui', 'disaster', 'lahaina', '2023']","I'm now on Front Street. Made it this far. My favorite house. It was my favorite house and I don't know how to make it through here. This is downtown Front Street. Hard to even put into words what this looks like. Psycho war is on. Ready for freaking somebody jump out with some weapons. Unbelievable. Yeah, I'm not alone. Alright, that's not good. Forgot. Gotta walk through there. Just not making it. These cars are probably trying to get out of town with my gas. And they did not make it. Got nothing here. Back Front Street. All right, signing off for a little bit. Just because I had a ride through this stuff and I don't want to crash, get a flat tire, hit something bad.",,https://tiktok.com/@moetok8/video/7266453083759086890,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/12/2023 17:06:00,112,1,1billionfollowersco,"Eighty people are now confirmed to have been killed by wildfires on the Hawaiian island of Maui, officials say. There are fears the numbers will rise further, as hundreds are still uncontactable🙏 #lahainafire #lahaina #prayformaui #fyp #hawaiifire #foryou #lahainahawaii #lahainamaui #frontstreet #fire #news #viral #mauifire #hawaii #mavi #rescue #1billionfollowersco",391,19,"['fire', 'hawaii', 'viral', 'foryou', 'news', 'rescue', 'fyp', 'lahaina', 'mavi', 'frontstreet', 'lahainamaui', 'prayformaui', 'hawaiifire', 'lahainahawaii', 'mauifire', 'lahainafire', '1billionfollowersco']","The number of people killed by wildfires on the island of Maui has now risen to 80. It's the US state's deadliest ever natural disaster. What you're seeing now is drone footage from the all but destroyed town of Lohaina. As you can see, structures are completely leveled, trees stripped, and the devastation is reaching all the way to the shoreline. Hawaii attorney general has begun a probe into how the authorities responded to the fires after some residents said they never received any warning. Our North America correspondent, Sophie Long, reports from Maui. The historic city of Lahaina, once the capital of the Hawaiian Kingdom, has been reduced to ruins. Almost everyone who lives here has lost everything. We already know this is the deadliest disaster in the state's history, and the number of those who died is still climbing.",,https://tiktok.com/@1billionfollowersco/video/7266483172387392811,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Human/Human-Health Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/13/2023 2:53:00,28,0,ah_ha_lee_el,Replying to @Mary Lambert #Hawaii #lahina #fire #wildfire #maui #injustice #fypシ #fypシ #fyp #qwertyuioomn,27,4,"['fire', 'hawaii', 'wildfire', 'maui', 'fyp', 'injustice', 'lahina', 'fypシ', 'qwertyuioomn']",,reply,https://tiktok.com/@ah_ha_lee_el/video/7266634349435571498,YES - Continue coding,YES - Continue coding,KEEP,Opinion/Op-Ed/Editorial - Interpretation. Subjective and debatable.,conflict and controversy,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,N/A - no text overlay,YES,,,
maui,8/13/2023 7:08:00,969,0,zen.zombie,#duet with @Ed #Stitch #maui #hawaii #mauiwildfire #travel #tourism #donate #naturaldisaster #aloha,8,75,"['travel', 'stitch', 'hawaii', 'duet', 'aloha', 'maui', 'donate', 'naturaldisaster', 'tourism', 'mauiwildfire']","On a flight from Los Angeles to Maui. And after the pilot closed the door, some of the passengers started realizing what was unfolding in Hawaii, with the wildfire bearing down on the communities there, and started demanding to get off the planes. Unless they, like, 20 years old. From gone so far, I respect to all those people that got off the plane. And as for you that stayed on the plane, I'm sorry. I was so upset by this when I woke up that I didn't even bother putting on a shirt. So I apologize if for some reason you're unaware, part of Maui, specifically Lahaina, is currently on fire. This is what was and is still currently happening in Maui. There was a wild brush fire that, combined with a Hurricane, started spreading all those fire embers all over the place, spreading the fire. I mean, look, that tree just caught on fire. Yeah, this isn't a scene from Stranger Things. This is literally Lahaina. See that? Those are people's heads floating in the water, because people are literally jumping in the ocean to escape the scorching fires. Like, if you take a close look at this video, this person who's recording is standing in his neighborhood, and he's completely covered on all sides with scorching fire. These are people's homes, neighborhoods, and whole livelihoods. And 36 people have already been confirmed to have lost their lives to the fire and Hurricane, and that number is just going To go up. Because look at all of this and notice the lack of resources and firefighters. That's because Hawaii Maui is an island with very limited resources. Look at this. Thousands of people are displaced from their homes, which means that they're going to need temporary shelter. So why would you fly into an island with limited resources, where they need more resources, to help all the displaced victims, and selfishly go there for your own enjoyment? There's literally no reason why anyone should be flying to Hawaii right now, because even the neighboring islands, those resources are needed for these thousands of victims. Imagine being the person who has a friend who just lost their home and members of their family in a fire, and then going over their house and going, hey, man, you wanna hang out? What if you have trips? Plan to Hawaii right now with your family. Whatever it is, cancel it. Do the right thing. Use that money to donate to the resources and teach your children what it means to be a responsible, giving person who doesn't just take and gives back to the people that they take and get enjoyment from. In fact, I'll even do most of the work for you because I've compiled a list of resources that you can donate to, and you can even decide what resources you wanna help out with. For instance, do you wanna help the disabled people? Do you wanna help with a General relief fund. Do you wanna help get all the displaced pets and animals out? Or here's a big one. Donating resources for food. And I get it, it's a tough thing. We often times have to save up for family vacations. But again, this is people's realities right now. So please do the right thing. And if you are able to, outside of what I just talked about, if you have the resources, please help out. Or brothers and sisters in Hawaii, and for those of you in Maui, please stay safe and continue to take care of each other, as I know you always have and always will. Aloha, Nueila.",duet,https://tiktok.com/@zen.zombie/video/7266700216471014698,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,conflict and controversy,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Broader Implications,,,closed captioning: closely follows audio narration's words,NO,,,
maui,8/13/2023 10:13:00,70,0,blessful_teiana,#duet with @Merciless #hawaiitiktok Speaking truth #fypシ #fyp #mauiwildfire #hawaiitiktoker #prayformaui #hawaiitiktokers #hawaiitiktoks #tiktokhawaii #mauiwildfirerelief #hawaii #maui,17,6,"['hawaii', 'duet', 'maui', 'fyp', 'prayformaui', 'tiktokhawaii', 'hawaiitiktok', 'hawaiitiktokers', 'fypシ', 'hawaiitiktoks', 'hawaiitiktoker', 'mauiwildfire', 'mauiwildfirerelief']","Is an absolute tragedy. If you really care about Native Hawaiians, you will stay out of Hawaii. Native Hawaiians have spoken. They don't want outsiders on their islands. Considering what's taken place in Maui, it's important that we listen to their voices. So why are Native Hawaiians so adamant about staying out of their homelands? For one, the tourism industry does nothing to help Native Hawaiians. In Oahu, there are 0 owned native hotels. All that tourism money goes to multinational corporations who make millions off of exploiting Hawaiian culture. The tourism industry is not a friend to native Hawaiians. And it goes deeper. The Hawaiian Islands represent a complex history of settler colonialism. The Hawaiian Kingdom was overthrown by a group of non native elites. These Howleys had no regard for Hawaiian sovereignty. They were driven by a desire to capitalize on the island's abundant resources. Let's not forget the Hawaiian Islands are stolen lands. And it only gets worse. Native Hawaiians have experienced decades of cultural appropriation. Native Hawaiians have a beautiful and unique culture. However, their life ways have been exploited and appropriated by multinational corporations for financial gain. This has LED to a warped view of Hawaiian culture, and many outsiders show nothing but disrespect for the sacred places. For Native Hawaiians, decades of tourism and agro business has done incredible damage to these fragile ecosystems. This, combined with climate change, has LED to the destruction of Maui. The town of Lahaina doesn't even exist any Longer and hundreds of people are still missing. This is not the time to visit Hawaii and be a tourist if you care about indigenous rights and sovereignty. Let's do our part in respect the wishes of our Native Hawaiian relatives. And all you howlies out there, show some respect and stay out of Hawaii. We don't even know how many lives have been lost to these wildfires. So let's give Native Hawaiian some time to grieve and support them from afar. If you want to support the relief effort, check out the link in my bio. And remember, it's time to learn, listen, and respect the wishes of our Native Hawaiian relatives.",duet,https://tiktok.com/@blessful_teiana/video/7266747610935889195,YES - Continue coding,Maybe - Let's talk about it,KEEP,News Analysis - Provides context for people to understand the news,conflict and controversy,"Narration: Telling a story or sequence of events, in chronological order",Broader Implications,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/13/2023 15:54:00,32,3,kellyhagoodclever,Maui Fire #hawaiiapocalypse #lahainahawaii #Lahaina #brushfire #Fire #lahainamaui  #fyp #foryoupage #Hawaii #foryourpage #mauifiresfundraiser #mauihumanesociety #mauifirerescue #,461,7,"['fire', 'hawaii', 'fyp', 'brushfire', 'lahaina', 'lahainamaui', 'foryoupage', 'foryourpage', 'lahainahawaii', 'mauihumanesociety', 'mauifirerescue', 'hawaiiapocalypse', 'mauifiresfundraiser']","This is what Front Street, Lahaina looks like on Saturday, August 12th, 2023. You can see this. This fire was absolutely devastating. It burned everything. There's aluminum and glass melted everywhere in the street. And this is where, what I'm told is over 100 people, according to the Coast Guard, jumped in the water right around here.",,https://tiktok.com/@kellyhagoodclever/video/7266835696298642730,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,N/A - no text overlay,NO,,,
maui,8/13/2023 16:20:00,46,0,islandwarrior4ever,#lahaina #fire #pray #island #Hawaii #fyp,54,6,"['fire', 'hawaii', 'pray', 'island', 'fyp', 'lahaina']",,,https://tiktok.com/@islandwarrior4ever/video/7266842554136530219,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/13/2023 21:55:00,78,0,bipolar_beauty83,"#duet with @stacey #lahaina ANYONE IN LAHAINA THAT IS IN NEED OF RESOURCES, PLEASE LISTEN TO THIS VIDEO. #hawaiinatives #maui #hawaii #helphawaii #wildfire #lahainahawaii #lahaina #lahainafire #foryou #fyp #Bipolar_Beauty83 #decolonizehawaii #savetheearth #iamwithhawaii #savehawaii #hurricanedora #governmentcorruption",3,10,"['hawaii', 'duet', 'foryou', 'wildfire', 'maui', 'fyp', 'lahaina', 'savetheearth', 'hurricanedora', 'savehawaii', 'lahainahawaii', 'helphawaii', 'governmentcorruption', 'decolonizehawaii', 'hawaiinatives', 'lahainafire', 'bipolar_beauty83', 'iamwithhawaii']",,duet,https://tiktok.com/@bipolar_beauty83/video/7266928788951371050,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,N/A or Other,Response,,,multiple: more than one of the above functions,NO,,,
maui,8/13/2023 22:20:00,384,0,runonclimate,declining rainfall and rising temperatures due to climate change made maui’s environment a perfect place for this disaster. #climatecrisis #maui #wildfire #climateactionnow,9,4,"['wildfire', 'maui', 'climatecrisis', 'climateactionnow']",,,https://tiktok.com/@runonclimate/video/7266935150020267306,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
maui,8/14/2023 2:08:00,112,0,mskatb,#LETTHEPEOPLEHELP #helpmaui #mauifire2023 #mauistrong #hawaiistrong #MAUI #brothersandsisters #mauihawaii #prayformaui #help #mauifire #help,125,24,"['help', 'maui', 'brothersandsisters', 'mauihawaii', 'hawaiistrong', 'prayformaui', 'helpmaui', 'mauifire', 'mauistrong', 'mauifire2023', 'letthepeoplehelp']","Hey, cool. I got peeps. So it's been a couple days since I did a video, but hearing a lot of stories on Maui, seeing videos that people are trying to get by to, you know, a lot of things has happened over the last couple of days, and people are getting growing impatient. And I agree they have to have some patience. But also, when you. You have the government come in, you know, the. The government come in to kind of help. They can't just take over the situation where they just say, you know, no to certain supplies, no to businesses that are trying to help, especially people from here. They're trying to help the people of Maui. You can't just tell them to know. You can't. You can donate that. Okay. So when FEMA steps in, I guess they just take over everything. It's crazy to me. Um, and that's the reason why we don't, like, um. The people here sometimes don't like to work with the government is because they. Once you. You get locked into something, you. You go crazy. They go crazy and they think they can just control everything. That's the reason why people here are very protective of, um, this state. You know, I can see it, you know, but also, just a lot of the stories happening, and blaming just everything on the mainlanders doesn't. Doesn't fix the narrative at all, either. Um, so I think there's got to be Some way that our. Our government and also the people of Hawaii gets listened to where there's a compromise somehow. And it's hard, I know it. Um, but right now, you can't just say no to the Hawaiian people. You can, you know, old people of Hawaii. You can't just say no. You can't bring in your stuff. So what is a compromiser? When the government brings in something, they cannot expect us to just back down and say, oh, yes, yes, yes. And it's just crazy to me. You know, there's a lot of stories that's happening, and I'm hearing quite a bit of stuff that the news is not even telling you. Um, correct stuff. And it's just amazing to me that we're. We're continuing to do this to people of Hawaii. Get it together, government.",,https://tiktok.com/@mskatb/video/7266994041307417899,YES - Continue coding,YES - Continue coding,KEEP,News Analysis - Provides context for people to understand the news,conflict and controversy,Argumentation/Persuasion: Presenting a position or claim and providing evidence/reasoning,Response,,,"topic text: sets some brief context, usually only a few words",NO,,,
